Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,EMI,DTI_Ratio
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,0.3138888888888889,0.025111111111111112
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,3760.0,0.375,0.03590425531914894
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,0.19722222222222222,0.02232704402515723
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,0.2638888888888889,0.021148708815672306
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,0.30277777777777776,0.019576149425287355
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,0.2861111111111111,0.031212121212121212
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,2889.0,0.25,0.01557632398753894
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,0.21666666666666667,0.023593466424682397
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,0.2861111111111111,0.004577777777777778
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,0.14722222222222223,0.026999490575649515
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,0.5388888888888889,0.026071764547775836
LP002305,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,0.3194444444444444,0.025291400923685946
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,0.3194444444444444,0.025180643748631486
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,0.18333333333333332,0.0298237686398554
LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,0.5066666666666667,0.018313253012048194
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,81000.0,1.0,0.0044444444444444444
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,0.17222222222222222,0.016033100594776313
LP002319,Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,6256.0,0.4444444444444444,0.02557544757033248
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,6096.0,0.6055555555555555,0.035761154855643046
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,4286.0,0.3055555555555556,0.025664955669622024
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,5386.0,0.49444444444444446,0.03304864463423691
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,2995.0,0.16666666666666666,0.02003338898163606
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,2600.0,0.4444444444444444,0.06153846153846154
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,21600.0,0.6638888888888889,0.011064814814814816
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,3798.0,0.3111111111111111,0.02948920484465508
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,4663.0,0.38333333333333336,0.029594681535492173
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,5829.0,0.38333333333333336,0.023674729799279464
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,N,2720.0,0.2222222222222222,0.029411764705882353
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,3539.0,0.2777777777777778,0.028256569652444195
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,N,8917.0,0.3055555555555556,0.01233598743972188
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,14880.0,0.26666666666666666,0.0064516129032258064
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,6966.0,0.33611111111111114,0.01737008326155613
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,4606.0,0.225,0.017585757707338254
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,5935.0,0.36944444444444446,0.02240943555181129
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,2936.12000084,0.24166666666666667,0.029630941506174818
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,2717.0,0.3333333333333333,0.02208317997791682
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,8624.0,0.4166666666666667,0.017393320964749538
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,6500.0,0.2916666666666667,0.016153846153846154
LP002386,Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,12876.0,1.125,0.03145386766076421
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,4765.0,0.3972222222222222,0.030010493179433367
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,3750.0,0.2777777777777778,0.02666666666666667
LP002393,Female,Yes,0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,Y,10047.0,0.5333333333333333,0.012740121429282374
LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,3777.0,0.1388888888888889,0.013238019592268996
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,Y,3338.0,0.35555555555555557,0.03834631515877771
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,10416.0,0.5194444444444445,0.0179531490015361
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,7142.0,0.38333333333333336,0.019322318678241388
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,0.5194444444444445,0.021435121503897293
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,0.5,0.018491884117526197
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,0.4111111111111111,0.02208955223880597
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,37719.0,0.4222222222222222,0.004029799305389856
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y,15666.0,0.5833333333333334,0.011170688114387846
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,4676.0,0.3611111111111111,0.027801539777587682
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,4652.0,0.3055555555555556,0.023645743766122097
LP002435,Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,4915.0,0.1527777777777778,0.011190233977619531
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,5050.0,0.4166666666666667,0.0297029702970297
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N,4311.0,0.5277777777777778,0.04407330085826954
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,3564.0,0.3472222222222222,0.035072951739618406
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y,3414.0,0.2,0.01757469244288225
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,5681.0,0.41388888888888886,0.02622777679985918
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,4949.0,0.5,0.018185492018589614
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,7085.0,0.23333333333333334,0.011856033874382499
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,3859.0,0.26666666666666666,0.024876911116869654
LP002459,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,4301.0,0.3277777777777778,0.027435480120902116
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,6277.0,0.48055555555555557,0.027560936753226063
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,4354.0,0.37777777777777777,0.03123564538355535
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,8334.0,0.4444444444444444,0.01919846412287017
LP002478,Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y,6166.0,0.4444444444444444,0.025948751216347713
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,7740.0,0.7111111111111111,0.016537467700258397
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,5203.0,0.425,0.02940611185854315
LP002489,Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y,5191.0,0.36666666666666664,0.025428626468888462
LP002493,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,4166.0,0.2722222222222222,0.023523763802208355
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,6000.0,0.3888888888888889,0.023333333333333334
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,4611.0,0.3888888888888889,0.015181088700932552
LP002501,Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,16692.0,0.3055555555555556,0.006589983225497244
LP002502,Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y,3127.0,0.2722222222222222,0.03133994243684042
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.3055555555555556,0.016214622641509434
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,5529.0,0.45,0.02930005425935974
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,4153.0,0.6277777777777778,0.027209246327955693
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,4691.0,0.2777777777777778,0.021317416329140908
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y,2500.0,0.25833333333333336,0.0372
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,10180.0,0.45,0.015913555992141455
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,17539.0,0.4166666666666667,0.008552369006214722
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,8450.0,0.7666666666666667,0.027218934911242602
LP002530,Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,4745.0,0.36666666666666664,0.027818756585879872
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,18917.0,0.2388888888888889,0.004546175397790347
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,N,4550.0,0.35555555555555557,0.028131868131868132
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,4350.0,0.42777777777777776,0.035402298850574714
LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,3095.0,0.3138888888888889,0.03651050080775444
LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,5233.0,0.35555555555555557,0.024460156697878845
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,10833.0,0.65,0.02160066463583495
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,8333.0,0.6833333333333333,0.029521180847233888
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,4394.0,0.3638888888888889,0.029813381884387802
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,3547.0,0.2222222222222222,0.02255427121511136
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,18333.0,1.3888888888888888,0.02727322314951181
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,6666.0,0.4444444444444444,0.024002400240024
LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,2435.0,0.20833333333333334,0.030800821355236138
LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y,5484.0,0.26666666666666666,0.0175054704595186
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y,6464.0,0.5166666666666667,0.028774752475247526
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,3691.0,0.3055555555555556,0.029802221620157138
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,17263.0,0.625,0.013033655795632277
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,5754.0,0.33055555555555555,0.02068126520681265
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,4239.0,1.25,0.024769992922859165
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4300.0,0.2972222222222222,0.02488372093023256
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,7482.0,9.25,0.01483560545308741
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,2895.0,0.2638888888888889,0.03281519861830743
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,10699.0,0.5805555555555556,0.019534535937938125
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,4328.0,0.23541666666666666,0.0261090573012939
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,3159.0,0.2777777777777778,0.03165558721114277
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,10489.0,0.5777777777777777,0.01983029840785585
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,9352.0,0.38333333333333336,0.014756201881950384
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,5297.0,0.41333333333333333,0.0234094770624882
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,7926.0,0.675,0.030658591975775928
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,27500.0,1.3333333333333333,0.017454545454545455
LP002625,Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,3583.0,0.26666666666666666,0.026793190064192018
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5492.0,0.5222222222222223,0.03423160961398398
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,13262.0,0.1111111111111111,0.003016136329362087
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,4885.0,0.2777777777777778,0.02047082906857728
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,8069.0,0.6944444444444444,0.030982773577890692
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,5318.0,0.4111111111111111,0.027830011282437006
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,8796.0,0.3888888888888889,0.007958162801273306
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,9481.0,0.8638888888888889,0.03280244699926168
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,6894.0,0.4166666666666667,0.02175805047867711
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,3663.0,0.23541666666666666,0.03084903084903085
LP002682,Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4874.0,0.3416666666666667,0.025235945835043086
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,6598.0,0.5138888888888888,0.02803879963625341
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,3400.0,0.2638888888888889,0.027941176470588237
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,3934.0,0.125,0.011438739196746314
LP002690,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,2500.0,0.1527777777777778,0.022
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,7101.0,0.2777777777777778,0.01408252358822701
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,15114.0,1.3333333333333333,0.031758634378721715
LP002697,Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,N,6767.0,0.35555555555555557,0.01891532436825772
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,17500.0,1.1111111111111112,0.022857142857142857
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,3775.0,0.3055555555555556,0.02913907284768212
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,6715.0,0.44722222222222224,0.023976172747580043
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,3981.0,0.2611111111111111,0.02361215774930922
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,6783.0,0.3611111111111111,0.019165560961226596
LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y,6525.0,0.6,0.03310344827586207
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,4281.0,0.2777777777777778,0.023359028264424198
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,3588.0,0.3055555555555556,0.030657748049052396
LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N,11250.0,0.5444444444444444,0.01742222222222222
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,18165.0,0.3472222222222222,0.006881365262868153
LP002732,Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y,4592.0,0.35,0.027439024390243903
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,10039.0,0.9,0.03227413088953083
LP002738,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,3617.0,0.2972222222222222,0.029582526956040918
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,3453.0,0.18333333333333332,0.019113814074717638
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,6417.0,0.8722222222222222,0.02446626149290946
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,7453.0,0.7777777777777778,0.018784382128002146
LP002743,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,2138.0,0.275,0.04630495790458372
LP002753,Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y,3652.0,0.2638888888888889,0.026013143483023003
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,4763.0,0.35555555555555557,0.026873819021625025
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y,3680.0,0.2833333333333333,0.027717391304347826
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,4718.0,0.4305555555555556,0.03285290377278508
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,3358.0,2.2222222222222223,0.023823704586063133
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,4309.0,0.4027777777777778,0.03365049895567417
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,5000.0,0.2861111111111111,0.0206
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,4801.0,0.3055555555555556,0.022911893355550928
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,128.0,360.0,0.0,Rural,N,6633.0,0.35555555555555557,0.019297452133273028
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,128.0,360.0,1.0,Rural,Y,4867.0,0.35555555555555557,0.026299568522703924
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,6583.0,0.4388888888888889,0.024001215251405136
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,4787.0,0.5027777777777778,0.03781073741382912
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,7859.0,0.7333333333333333,0.01679603002926581
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,6500.0,0.07222222222222222,0.004
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,Y,4292.0,0.23333333333333334,0.0195712954333644
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,10139.0,0.7222222222222222,0.025643554591182564
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,6556.0,0.45,0.02471018913971934
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,6486.0,0.5055555555555555,0.028060437866173297
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,3917.0,0.3,0.027572121521572634
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,19484.0,1.6666666666666667,0.03079449804968179
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,7977.0,0.5861111111111111,0.02645104675943337
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,5800.0,0.36666666666666664,0.022758620689655173
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,8799.0,0.7166666666666667,0.029321513808387316
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,Y,4467.0,0.3333333333333333,0.026863666890530557
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,3333.0,0.19444444444444445,0.021002100210021003
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,5900.0,0.3416666666666667,0.020847457627118645
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,2378.0,0.025,0.0037846930193439865
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,5230.0,0.28888888888888886,0.01988527724665392
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,5167.0,0.5166666666666667,0.035997677569189084
LP002847,Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N,6567.0,0.4583333333333333,0.02512562814070352
LP002855,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,16666.0,0.7638888888888888,0.016500660026401055
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,7750.0,0.38958333333333334,0.024129032258064516
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,6406.0,0.4166666666666667,0.023415547923821417
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,3620.0,1.2857142857142858,0.02983425414364641
LP002872,Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N,5297.0,0.37777777777777777,0.02567491032659996
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,5968.0,0.3055555555555556,0.018431635388739945
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,4014.0,0.2972222222222222,0.02665670154459392
LP002888,Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y,6099.0,0.44722222222222224,0.026397770126250206
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,6540.0,0.5694444444444444,0.03134556574923547
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,35673.0,0.25,0.0025229164914641325
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,3166.0,0.1,0.011370814908401769
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,N,1880.0,0.16944444444444445,0.032446808510638296
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,4704.0,0.40555555555555556,0.031037414965986394
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,7283.0,2.0476190476190474,0.02361664149388988
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,3819.0,0.28888888888888886,0.027232259753862266
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,2165.0,0.19444444444444445,0.03233256351039261
LP002925,Male,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y,4750.0,0.2611111111111111,0.019789473684210527
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,2726.0,0.29444444444444445,0.03888481291269259
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,6416.0,0.3111111111111111,0.008728179551122194
